,title,subtitle,authors,publisher,publishdate,description,isbn_13,page_count,main_categories,categories,average_rating,ratings_count,maturity_rating
47,The Heidi Chronicles,Uncommon Women and Others & Isn't It Romantic,['Wendy Wasserstein'],National Geographic Books,1991-07-02,"The graduating seniors of a Seven Sisters college, trying to decide whether to pattern themselves after Katharine Hepburn or Emily Dickinson. Two young women besieged by the demands of mothers, lovers, and careers—not to mention a highly persistent telephone answering machine—as they struggle to have it all. A brilliant feminist art historian trying to keep her bearings and her sense of humor on the elevator ride from the radical sixties to the heartless eighties. Wendy Wasserstein's characters are so funny, so many-sided, and so real that we seem to know them from their Scene One entrances, though the places they go are invariably surprising. And these three plays—Uncommon Women and Others, Isn't It Romantic, and the Pulitzer Prize-winning The Heidi Chronicles—manage to engage us heart, mind, and soul on such a deep and lasting level that they are already recognized as classics of the modern theater.",9780679734994,0,['Drama'],['Drama'],3,5,NOT_MATURE
48,Active Literacy Across the Curriculum,"Strategies for Reading, Writing, Speaking, and Listening",['Heidi Hayes Jacobs'],Eye on Education,2006,"Presents cross-curricular teaching strategies for K-12 teachers to help students develop effective listening, speaking, writing, and reading skills.",9781596670235,138,['Education'],['Education'],,,NOT_MATURE
49,Simply Beautiful Beaded Jewelry,,['Heidi Boyd'],North Light Books,2006-03-14,"If gorgeous beaded jewelry always catches your eye, you'll love making (and wearing!) your own necklaces, bracelets and earrings. Simply Beautiful Beaded Jewelry includes 50 projects plus variations in designer Heidi Boyd's simply elegant signature style. Inside you're bound to find plenty of designs to strike your fancy as well as a helpful section that shows you the basic supplies and techniques you'll need to get started. As an added bonus, many of the projects have variations in different colors and styles to help you customize your jewelry to your personal style. &break;&break;Just think how proud you'll feel the first time you can answer, ""I made it myself"" to a compliment on your fabulous new multistrand necklace or your sparkling, swingy crystal earrings. With Simply Beautiful Beaded Jewelry, it truly is easy to get started–in no time at all you'll be showcasing your own original beaded creations and making them as gifts.",9781581807745,128,['Crafts & Hobbies'],['Crafts & Hobbies'],2,1,NOT_MATURE
50,Always Enough,God's Miraculous Provision Among the Poorest Children on Earth,"['Rolland Baker', 'Heidi Baker']",Baker Books,2003-09,"Discover God's modern miracles on the mission field in Mozambique--and how you, too, can experience his limitless love and power!",9780800793616,0,['Religion'],['Religion'],5,14,NOT_MATURE
51,Mapping the Big Picture,"Integrating Curriculum & Assessment, K-12",['Heidi Hayes Jacobs'],ASCD,1997,"Discover how to use curriculum maps to identify repetitions in the curriculum, integrate subjects, and match assessments to content and performance standards.",9780871202864,0,['Educational tests and measurements'],['Educational tests and measurements'],,,NOT_MATURE
52,Heidi,,"['Johanna Spyri', 'Angelo Rinaldi', 'Beverly Cleary']",Kingfisher,2002-11-15,"Heidi was first published in 1880. A classic tale of childhood joys and friendships, it has delighted and inspired generations of children.",9780753454947,352,['Juvenile Fiction'],['Juvenile Fiction'],4,3,NOT_MATURE
53,Getting Results with Curriculum Mapping,,['Heidi Hayes Jacobs'],Assn for Supervision & Curriculum,2004,Teachers and administrators offer concrete advice on how to get the most out of curriculum mapping in districts and schools.,9780871209993,181,['Education'],['Education'],,,NOT_MATURE
54,There is Always Enough,The Story of Rolland and Heidi Baker's Miraculous Ministry Among the Poor,"['Rolland Baker', 'Heidi Baker']",Sovereign World,2003,"Tells the story of an adventure that began when the authors, founders of IRIS Ministries, and both natives of California, USA, answered God's call to minister to the poorest of the poor.",9781852402877,192,['Church work with the poor'],['Church work with the poor'],,,NOT_MATURE
55,What to Expect the First Year,,"['Heidi Eisenberg Murkoff', 'Arlene Eisenberg', 'Sandee Eisenberg Hathaway']",Workman Publishing,2003-01-01,"Describes each stage of child development, answers questions about child care, and includes information on common childhood ailments.",9780761129585,834,['Family & Relationships'],['Family & Relationships'],4.5,24,NOT_MATURE
56,The Player's Handbook,The Ultimate Guide on Dating and Relationships,"['Heidi Fleiss', 'Libby Keatinge']",,2003-11,"Well-versed in the intricacies of the male psyche, the infamous Hollywood Madam offers time-tested strategies and hard-won wisdom on how to survive the love-go-round and come out on top.",9780972016414,0,['Courtship'],['Courtship'],,,NOT_MATURE
57,Simply Beautiful Beading,,['Heidi Boyd'],North Light Books,2004-08-19,"Blend your creative spirit with the quick and easy projects found inside Simply Beautiful Beading From casual to sophisticated, and everything in between, you'll find beading designs to fit your personal style. Inside, you'll discover 53 simple yet stylish beading projects for exquisite jewelry, accessories and home decor, including: modern glass bead chokers semiprecious stone set charm bracelets wired-pearl barrettes wineglass charms hanging votive candle holder and more than 35 variation projects for even more simply beautiful ideas!",9781581805635,128,['Crafts & Hobbies'],['Crafts & Hobbies'],5,1,NOT_MATURE
58,Chapterhouse: Dune,,['Frank Herbert'],Penguin,1987,"Fifteen thousand years after Leto II's death, the remnants of the Bene Gesserit contend with the ruthless leaders of an alien culture to forge a new civilization and preserve the best of the Old Empire",9780441102679,452,['Fiction'],['Fiction'],4,5,NOT_MATURE
59,Dune Messiah,,['Frank Herbert'],Ace,1969,"Muad'dib, heir to unimaginable power, has a scheme to create a superbeing.",9780441172696,340,"['Atreides, Paul (Fictitious character)']","['Atreides, Paul (Fictitious character)']",3.5,67,NOT_MATURE
60,Dreamer of Dune,The Biography of Frank Herbert,['Brian Herbert'],Tor Books,2004-07-01,"Everyone knows Frank Herbert's Dune. This amazing and complex epic, combining politics, religion, human evolution, and ecology, has captured the imagination of generations of readers. One of the most popular science fiction novels ever written, it has become a worldwide phenomenon, winning awards, selling millions of copies around the world. In the prophetic year of 1984, Dune was made into a motion picture directed by David Lynch, and it has recently been produced as a three-part miniseries on the Sci-Fi Channel. Though he is best remembered for Dune, Frank Herbert was the author of more than twenty books at the time of his tragic death in 1986, including such classic novels as The Green Brain, The Santaroga Barrier, The White Plague and Dosadi Experiment. Brian Herbert, Frank Herbert's eldest son, tells the provocative story of his father's extraordinary life in this honest and loving chronicle. He has also brought to light all the events in Herbert's life that would find their way into speculative fiction's greatest epic. From his early years in Tacoma, Washington, and his education at the University of Washington, Seattle, and in the Navy, through the years of trying his hand as a TV cameraman, radio commentator, reporter, and editor of several West Coast newspaper, to the difficult years of poverty while struggling to become a published writer, Herbert worked long and hard before finding success after the publication of Dune in 1965. Brian Herbert writes about these years with a truthful intensity that brings every facet of his father's brilliant, and sometimes troubled, genius to full light. Insightful and provocative, containing family photos never published anywhere, this absorbing biography offers Brian Herbert' unique personal perspective on one of the most enigmatic and creative talents of our time. Dreamer of Dune is a 2004 Hugo Award Nominee for Best Related Work.",9780765306470,0,['Biography & Autobiography'],['Biography & Autobiography'],2,1,NOT_MATURE
61,Heretics of Dune,,['Frank Herbert'],Putnam Adult,1984,"Thousands of years after the death of God Emperor Leto II, the Bene Gesserit and the Bene Tleilax struggle to direct the future of Dune, now called Rakis",9780399128981,488,['Fiction'],['Fiction'],3.5,21,NOT_MATURE
62,The Road to Dune,,"['Brian Herbert', 'Frank Herbert', 'Kevin J. Anderson']",Macmillan,2006-08-29,"A fan's companion to the science fiction classic includes essays; a correspondence between the author and his famous editor; the article, ""They Stopped the Moving Sands,"" which inspired the novel; the short work, ""Spice Planet""; and unpublished chapters from Dune and Dune Messiah. Reprint.",9780765353702,462,['Fiction'],['Fiction'],3.5,7,NOT_MATURE
